Day,RMSTE,RMSRE,Accuracy
Day 0,0.09686549976963822,0.12285286622742668,0.78
Day 1,0.08736052645060884,0.11094863036941582,0.84
Day 2,0.07278390825736793,0.09321233960320718,0.84
Day 3,0.08361505335040215,0.1081249271135222,0.8
Day 4,0.07828202805455153,0.09917832531180629,0.74
Day 5,0.08022454652163784,0.09738914544343519,0.74
Day 6,0.0935162576252982,0.1193099656213642,0.8
Day 7,0.07839437420524117,0.1028439229748337,0.86
Day 8,0.08161425796716265,0.098354636078789,0.84
Day 9,0.08640242675609552,0.10570729750355101,0.86
Day 10,0.07236543159723703,0.09475106781336864,0.84
Day 11,0.08820543614830507,0.12185366509190532,0.7
Day 12,0.07950133725700718,0.10050542969272584,0.76
Day 13,0.08809847696680836,0.11529757368930671,0.82
Day 14,0.08826508179258849,0.11494057679239676,0.8
Day 15,0.07687838740130636,0.10294781625270112,0.74
Day 16,0.09529755158378149,0.11480603318643476,0.9
Day 17,0.07205165969060855,0.09091641666421933,0.88
Day 18,0.08257343125112263,0.10015149988322758,0.64
Day 19,0.09443295366271037,0.1180088210961192,0.86
