Day,RMSTE,RMSRE,Accuracy
Day 0,0.09656414229066543,0.11582947715715179,0.78
Day 1,0.09568538233988098,0.11531105811438723,0.78
Day 2,0.10011398769231748,0.11568286355337372,0.84
Day 3,0.10796690719920068,0.12818922667851532,0.86
Day 4,0.09218063041894017,0.11047050142116291,0.74
Day 5,0.10522732775825207,0.12752814467882656,0.88
Day 6,0.10845651725710219,0.12594133491472057,0.88
Day 7,0.09921887863914287,0.1203659323072304,0.88
Day 8,0.09262942551737957,0.10992759143918474,0.8
Day 9,0.09848710396948816,0.12167779107964882,0.8
Day 10,0.10136516234328145,0.12083268637127027,0.9
Day 11,0.09923787084024696,0.1174381917447052,0.72
Day 12,0.09631970285331141,0.11411219149449475,0.84
Day 13,0.09986752184563026,0.11590115854401951,0.74
Day 14,0.10616146661427607,0.12143121202753845,0.82
Day 15,0.08294497575100314,0.10149796192575007,0.84
Day 16,0.08377964667613255,0.09564003490705607,0.8
Day 17,0.08510261534603371,0.10459959742460312,0.84
Day 18,0.09778625513972837,0.11630864585758101,0.94
Day 19,0.09693626532582295,0.11607435728067947,0.7
