Day,RMSTE,RMSRE,Accuracy
Day 0,0.09114021699026241,0.11978854856181709,0.88
Day 1,0.10243398629060424,0.12822838559525582,0.76
Day 2,0.10026223642158581,0.12028979289063273,0.74
Day 3,0.0898407468794035,0.1089953347239024,0.82
Day 4,0.09230649951163368,0.11361578461499537,0.78
Day 5,0.08516108139311807,0.10532531730439311,0.8
Day 6,0.08976720139691166,0.1154074903901434,0.82
Day 7,0.07651410589374434,0.10667286921585083,0.74
Day 8,0.09901309916861795,0.12707905460635363,0.82
Day 9,0.08501244716183105,0.10948403360025537,0.88
Day 10,0.08777493677097012,0.10756608120636299,0.88
Day 11,0.09125346288678228,0.11263472294708649,0.92
Day 12,0.09966489273478894,0.12100987217893204,0.84
Day 13,0.09516162247674871,0.12099282414256887,0.76
Day 14,0.09178187110584869,0.11128845015927422,0.84
Day 15,0.08650185839503237,0.10911507452688464,0.74
Day 16,0.0862402410060567,0.11141320944599155,0.82
Day 17,0.08208937717431591,0.10201615176494015,0.86
Day 18,0.08508831747131342,0.10738266929747983,0.78
Day 19,0.09800001368074727,0.11980941138717159,0.86
