Day,RMSTE,RMSRE,Accuracy
Day 0,0.07748651844341786,0.09893085865359685,0.92
Day 1,0.07443377763861306,0.09615964153122755,0.8
Day 2,0.07331333504098794,0.09570742571374244,0.72
Day 3,0.08023321630575392,0.09640756382941382,0.82
Day 4,0.07528413690391261,0.09258545414737317,0.76
Day 5,0.0726249031949273,0.08824604098159042,0.78
Day 6,0.085111509911881,0.11251433231665918,0.76
Day 7,0.06789257967432903,0.08187005225051039,0.86
Day 8,0.08605821404724391,0.1058982120786226,0.66
Day 9,0.07515349370652431,0.09019522676869697,0.76
Day 10,0.10154691718994514,0.12527872082422528,0.48
Day 11,0.081388139220611,0.10201825492888836,0.76
Day 12,0.07461733213461015,0.0920208766309568,0.84
Day 13,0.08115525289886366,0.09968931548203572,0.82
Day 14,0.09126240516674035,0.1101584467853086,0.72
Day 15,0.07940965205340252,0.09977783440843979,0.74
Day 16,0.08314883709617384,0.09883778523194992,0.84
Day 17,0.08606911194264504,0.10675892951368864,0.74
Day 18,0.08088257034854499,0.09523788252448988,0.82
Day 19,0.07015102845789277,0.09428252109048296,0.74
