Day,RMSTE,RMSRE,Accuracy
Day 0,0.08872096751519476,0.10827892138967801,0.88
Day 1,0.09640771597015081,0.11778303691139694,0.88
Day 2,0.09341654887358429,0.1219466217441312,0.64
Day 3,0.09208042429017542,0.1076915234871317,0.76
Day 4,0.08337927437994228,0.09798551854962255,0.74
Day 5,0.08991756619014447,0.11309210627319644,0.86
Day 6,0.08679448557385867,0.10288118593599382,0.78
Day 7,0.08594813401530395,0.11107401345279012,0.86
Day 8,0.09108607709090516,0.10792974542719094,0.84
Day 9,0.0842459213979929,0.1000551467749282,0.82
Day 10,0.08638913884596722,0.10661251876982766,0.76
Day 11,0.09344072278792263,0.11586884578521818,0.8
Day 12,0.08739596380838567,0.11038489057875966,0.92
Day 13,0.09319405115128489,0.11635268484859654,0.78
Day 14,0.08661359554904122,0.11250909229768401,0.76
Day 15,0.11277547867311623,0.1383886665550864,0.84
Day 16,0.08223426036977989,0.10612313154392862,0.86
Day 17,0.10193868166379705,0.12975121949588425,0.76
Day 18,0.10859030872427743,0.12908915917474778,0.78
Day 19,0.08797768215999813,0.10502263862016192,0.82
