Day,RMSTE,RMSRE,Accuracy
Day 0,0.0975851911153644,0.11678326572984733,0.62
Day 1,0.07205573875418234,0.09020708719666404,0.84
Day 2,0.09169096093613764,0.11418556888194986,0.72
Day 3,0.07512563114903849,0.1006494994113086,0.82
Day 4,0.09264413335013823,0.10862363961109636,0.82
Day 5,0.09323797831252752,0.11196294660482169,0.8
Day 6,0.08870981230452085,0.1032933184950496,0.78
Day 7,0.08797856239070428,0.10431581998611521,0.78
Day 8,0.08086589372086295,0.10189447890414034,0.74
Day 9,0.07811730808754316,0.10017681219915374,0.78
Day 10,0.08923215339312134,0.10807862398853943,0.68
Day 11,0.09164692871440198,0.10966829900362646,0.7
Day 12,0.09665947351625251,0.116979007919415,0.78
Day 13,0.0744255056625086,0.10482121137549286,0.8
Day 14,0.08488636567086413,0.10390619723444912,0.78
Day 15,0.09066317035464817,0.11418291707808988,0.82
Day 16,0.07309369182148169,0.09393339115979164,0.9
Day 17,0.07401944600771657,0.09002181247335035,0.64
Day 18,0.07942697932014946,0.1027282429582023,0.84
Day 19,0.09517495383398505,0.11738091458038356,0.72
