Day,RMSTE,RMSRE,Accuracy
Day 0,0.08047671410561666,0.09887259362901049,0.68
Day 1,0.058322628849300145,0.07630256770066988,0.84
Day 2,0.07840024778841767,0.09847737111663307,0.7
Day 3,0.07958546922301907,0.09887160231042971,0.78
Day 4,0.07956836821059497,0.09615633739870855,0.78
Day 5,0.07641791704853433,0.09264748829891659,0.76
Day 6,0.07466093247812253,0.08934587789256358,0.8
Day 7,0.06560760899847805,0.0793167089534522,0.8
Day 8,0.06237653270406494,0.08023975367174835,0.82
Day 9,0.06552809025778693,0.08053705280996848,0.66
Day 10,0.06991419761375878,0.08699736886781394,0.76
Day 11,0.06490497296056501,0.07965002683788268,0.8
Day 12,0.06174290912092528,0.07403273034078378,0.8
Day 13,0.06878233923988918,0.08288016479408798,0.8
Day 14,0.05526674942021569,0.06966044843575607,0.74
Day 15,0.06399716436967816,0.07723846499016469,0.8
Day 16,0.06064877455261294,0.07253609980053385,0.72
Day 17,0.05504075537316339,0.07050602990405677,0.82
Day 18,0.05709746508038165,0.06939448876840063,0.84
Day 19,0.06535041691153241,0.0801403027519962,0.84
