Day,RMSTE,RMSRE,Accuracy
Day 0,0.09168577564747844,0.113899303748538,0.92
Day 1,0.07380191936284727,0.09511001793974841,0.7
Day 2,0.07620167767427058,0.10221406819214782,0.7
Day 3,0.07470909063421956,0.08888282567571078,0.76
Day 4,0.06267578545729989,0.074627600003606,0.8
Day 5,0.0748857887549085,0.08972439425317263,0.84
Day 6,0.06404038691488827,0.08561509316989735,0.82
Day 7,0.06656155081391153,0.08614679692488755,0.84
Day 8,0.06022809615716505,0.07638288104998907,0.92
Day 9,0.059357555175934454,0.07574020066611466,0.86
Day 10,0.06109018604554837,0.07716236809966576,0.8
Day 11,0.044569910191597825,0.05727799551581926,0.92
Day 12,0.05989956797330973,0.07389076793603777,0.78
Day 13,0.04571266062492135,0.05880856200392121,0.9
Day 14,0.05431029941115461,0.06944485879637471,0.78
Day 15,0.04743743960077428,0.0639032194936461,0.68
Day 16,0.040074774520527545,0.05592244072786026,0.82
Day 17,0.047926120780237357,0.06176523983360736,0.76
Day 18,0.05152023729449528,0.06379163334909523,0.78
Day 19,0.050195774437181546,0.06399272443753816,0.9
