Day,RMSTE,RMSRE,Accuracy
Day 0,0.06906572973865477,0.08971630385834965,0.88
Day 1,0.06477340064593595,0.08020179515539748,0.9
Day 2,0.05874678549973606,0.07304339590564302,0.78
Day 3,0.06206601516873163,0.07615733971493496,0.76
Day 4,0.07259335897839816,0.08643165110886074,0.9
Day 5,0.057131272483395314,0.0729899700197972,0.88
Day 6,0.05725785526696343,0.07419300888413861,0.78
Day 7,0.05276254070121481,0.06592698728981797,0.82
Day 8,0.057414752539425656,0.0730991356186142,0.78
Day 9,0.06654831870901158,0.08603929204824656,0.8
Day 10,0.0556105126309893,0.0680807518602464,0.74
Day 11,0.052575173885810456,0.06629472358459476,0.82
Day 12,0.05847606423470514,0.07266963515528105,0.9
Day 13,0.053326937307619324,0.07059230529190175,0.88
Day 14,0.04675374650790212,0.06366292002644686,0.8
Day 15,0.037314022455066105,0.04891121215769049,0.94
Day 16,0.049252521349978255,0.06112325325413291,0.86
Day 17,0.03694115181303083,0.045246969111345514,0.8
Day 18,0.042208287644820784,0.05328467358230017,0.88
Day 19,0.045939280136618056,0.05868362534458412,0.82
