Day,RMSTE,RMSRE,Accuracy
Day 0,0.09095955854868283,0.1116259797998969,0.82
Day 1,0.09001512537038901,0.11430754183079686,0.82
Day 2,0.07343619454702523,0.08978467252122331,0.88
Day 3,0.0668323740019339,0.08297156742338552,0.86
Day 4,0.05659663924239893,0.07186735531962102,0.88
Day 5,0.057742312488567746,0.07127708156675142,0.92
Day 6,0.061220431478474814,0.07869696254560361,0.92
Day 7,0.059949245496833704,0.07381619306544511,0.84
Day 8,0.05145468371415976,0.06468846282098221,0.88
Day 9,0.06318931099271574,0.07714890306738063,0.86
Day 10,0.04878429303094569,0.061423616949276304,0.9
Day 11,0.0449760398602795,0.05583833050830301,0.92
Day 12,0.04873861410493459,0.06203191901014682,0.92
Day 13,0.05623570878126495,0.06836256644086429,0.86
Day 14,0.05249014788740238,0.06398895329783279,0.82
Day 15,0.05222674028288908,0.0657198051829756,0.78
Day 16,0.04933479110103341,0.060579140547336735,0.86
Day 17,0.05113891397602967,0.064482995678493,0.9
Day 18,0.046760529908083596,0.05994687592375678,0.86
Day 19,0.05322426741309461,0.0678409463998108,0.86
