Day,RMSTE,RMSRE,Accuracy
Day 0,0.08487954035057683,0.10666819702047618,0.92
Day 1,0.057679160160401664,0.07173434444004215,0.8
Day 2,0.07828355560580524,0.0979963934159183,0.82
Day 3,0.07078273872824349,0.0909816787770546,0.82
Day 4,0.05564314374285296,0.06858220903204797,0.86
Day 5,0.0596255252400193,0.08113114568532644,0.82
Day 6,0.07358793780626006,0.09287643893152225,0.7
Day 7,0.06369232097620706,0.08228986554164017,0.92
Day 8,0.05894161858956286,0.07808247915680216,0.86
Day 9,0.05852938065311049,0.07326618580635788,0.88
Day 10,0.07404564888220881,0.09269405544727848,0.74
Day 11,0.05742534013667725,0.07228251354791061,0.8
Day 12,0.06091322719541003,0.077006698550965,0.88
Day 13,0.05525606893978079,0.06624497051983898,0.78
Day 14,0.05119068410431399,0.07003715651278311,0.84
Day 15,0.051559766657262134,0.0649888710800213,0.84
Day 16,0.06832131470387237,0.08515617715930844,0.9
Day 17,0.054576375761876156,0.07090537234086118,0.86
Day 18,0.044267621266112965,0.05513569113552072,0.74
Day 19,0.04341282652183745,0.053982043913019945,0.86
