Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.54
Day 1,0,0,0.41
Day 2,0,0,0.54
Day 3,0,0,0.55
Day 4,0,0,0.47
Day 5,0,0,0.48
Day 6,0,0,0.44
Day 7,0,0,0.4
Day 8,0,0,0.52
Day 9,0,0,0.41
