Day,RMSTE,RMSRE,Accuracy
Day 0,0.15355881895633489,0.20278183019522908,0.66
Day 1,0.1133150502176286,0.1444181266728913,0.78
Day 2,0.12357635879763648,0.15956736198612156,0.72
Day 3,0.09391058759607926,0.11791697542089051,0.74
Day 4,0.09040332093528779,0.11630253412824071,0.8
Day 5,0.07934902473106088,0.09996380275233623,0.9
Day 6,0.0754060135027514,0.09685602770553844,0.82
Day 7,0.08247603980777916,0.10316399612206495,0.84
Day 8,0.0798305566526859,0.10262092286784645,0.84
Day 9,0.08205942589005599,0.1053626547394154,0.86
Day 10,0.06718941742273793,0.08124820413675946,0.82
Day 11,0.05779583053121326,0.07477821721530291,0.84
Day 12,0.05577511090629273,0.06963880711735522,0.9
Day 13,0.08137055394020605,0.10065868470386308,0.84
Day 14,0.06922870932879106,0.08401965657709501,0.88
Day 15,0.06584783853738083,0.08276264082096098,0.9
Day 16,0.048675963201472564,0.059701010857065674,0.84
Day 17,0.054540579195282116,0.06862083773504413,0.9
Day 18,0.05336881581157281,0.0678451069143455,0.86
Day 19,0.06043221019354479,0.07260924164279027,0.78
