Day,RMSTE,RMSRE,Accuracy
Day 0,0.11936698732255172,0.16027239570806817,0.76
Day 1,0.10485395862049784,0.13499685095848327,0.72
Day 2,0.08983818622335274,0.11147504035202369,0.8
Day 3,0.08901763505127865,0.11397423932293285,0.72
Day 4,0.07153705019979109,0.08936062115423218,0.9
Day 5,0.07917408117363216,0.0970515916640545,0.8
Day 6,0.06787753800566663,0.08740217695978024,0.92
Day 7,0.06855947136362096,0.08952358403951308,0.8
Day 8,0.07450071260134349,0.0926310530848647,0.78
Day 9,0.07295156512251928,0.08963730979031928,0.9
Day 10,0.06268520320766084,0.07872216110606374,0.84
Day 11,0.05928706509330954,0.07587089438315511,0.92
Day 12,0.058526681126564645,0.07580968751021532,0.98
Day 13,0.05640342443478836,0.07201228270242535,0.82
Day 14,0.05515245402534651,0.0733831053438483,0.84
Day 15,0.042714305759290735,0.056439964527163475,0.86
Day 16,0.050406071256812214,0.06395429858875697,0.8
Day 17,0.05813046175639939,0.07720699568762045,0.96
Day 18,0.04922737239913244,0.06262331896043939,0.92
Day 19,0.04876985949620092,0.06409093963345347,0.78
