Day,RMSTE,RMSRE,Accuracy
Day 0,0.14243990127811676,0.1786599595661002,0.62
Day 1,0.12828072338060145,0.15897769890848124,0.68
Day 2,0.13020962692787877,0.16278422799872477,0.7
Day 3,0.10563800836241301,0.13217478754517922,0.72
Day 4,0.0927124308066615,0.12184218637152486,0.8
Day 5,0.10911276363187153,0.13806623127655504,0.74
Day 6,0.08979742046960647,0.10994237577419642,0.8
Day 7,0.09966163780387394,0.12490030913826804,0.82
Day 8,0.08996798932793444,0.11066269605795079,0.84
Day 9,0.0847874125281263,0.09881620006788083,0.78
Day 10,0.08767078203296473,0.10555019517796572,0.82
Day 11,0.07823400455349645,0.0958707429161967,0.78
Day 12,0.0736335710013259,0.09439279182814815,0.9
Day 13,0.08061710238131001,0.0978664609760698,0.84
Day 14,0.06055177421599728,0.07772940952495178,0.74
Day 15,0.07359864307419274,0.0936007068445434,0.86
Day 16,0.059442050332213024,0.07662925124362371,0.92
Day 17,0.07530250253220425,0.0892257356022742,0.88
Day 18,0.08549437735950484,0.10104216744939017,0.7
Day 19,0.0756397442304943,0.09272115408227105,0.74
