Day,RMSTE,RMSRE,Accuracy
Day 0,0.10247709109555166,0.13332379302630784,0.84
Day 1,0.09175613081398167,0.11982246182443988,0.82
Day 2,0.07741593881553022,0.09403538628065393,0.86
Day 3,0.08330265268385066,0.10652694738247023,0.82
Day 4,0.07842957897500899,0.09645486732563395,0.92
Day 5,0.07303742035048676,0.09082129310697427,0.76
Day 6,0.06150831746471819,0.07791201058326172,0.88
Day 7,0.05476425438082617,0.0724866295405657,0.76
Day 8,0.06669541361599556,0.08363384072910311,0.84
Day 9,0.0673543680846673,0.0883426743350438,0.92
Day 10,0.05480770012218673,0.07083419577922702,0.86
Day 11,0.05854012613901742,0.07502687421282353,0.72
Day 12,0.061016829890299634,0.07990332296073531,0.82
Day 13,0.05319626001620809,0.06925349876704515,0.88
Day 14,0.052321936635183745,0.06424465715771958,0.84
Day 15,0.062122122213028194,0.07737790627838367,0.68
Day 16,0.045876823993546756,0.06095157997725245,0.84
Day 17,0.056425455145417046,0.07474059451447314,0.76
Day 18,0.05313508547176187,0.06608275578258034,0.66
Day 19,0.059639784183626886,0.07784736959223584,0.78
