Day,RMSTE,RMSRE,Accuracy
Day 0,0.12741800808046125,0.15707432646927244,0.8
Day 1,0.10131714962236907,0.12074349727661705,0.68
Day 2,0.08673360661259415,0.10607969433078844,0.7
Day 3,0.09630990344029469,0.11545954323015785,0.74
Day 4,0.09680905427787072,0.11682962217451352,0.8
Day 5,0.0881874058208385,0.10946889074192025,0.66
Day 6,0.06990003167551179,0.08656231688981396,0.76
Day 7,0.07868117901324173,0.09447157662592287,0.82
Day 8,0.07671157258940058,0.10215967887975279,0.9
Day 9,0.0744860839202869,0.09204502016496845,0.7
Day 10,0.06942833562078218,0.08929982254479196,0.8
Day 11,0.06777533436882992,0.08326112472175397,0.72
Day 12,0.06793599838378114,0.08709650805271306,0.8
Day 13,0.06381570293366363,0.07848709054424792,0.88
Day 14,0.0607870677881517,0.07384533686014735,0.82
Day 15,0.0639410021390879,0.07915189292916315,0.92
Day 16,0.057385168630094074,0.07315230506248405,0.88
Day 17,0.05737097371157424,0.07065709450395491,0.82
Day 18,0.05212928619094454,0.06613084128370642,0.72
Day 19,0.057392017844482016,0.07162794176411029,0.86
