Day,RMSTE,RMSRE,Accuracy
Day 0,0.10645850737247027,0.12823416147263741,0.88
Day 1,0.10768744925643456,0.12609737590709896,0.8
Day 2,0.07179282167965187,0.09471952472398694,0.82
Day 3,0.08757283417795386,0.10617840371017297,0.78
Day 4,0.08420438326887313,0.10123711222386872,0.92
Day 5,0.07078608889758213,0.08968466739423463,0.92
Day 6,0.06148444986090426,0.07561016864988658,0.82
Day 7,0.0673726252521522,0.08470642155329362,0.84
Day 8,0.0695070789649349,0.08577943289674991,0.8
Day 9,0.07774466649216785,0.09574616302085229,0.84
Day 10,0.06877582594749852,0.08431759549239695,0.7
Day 11,0.06493361494397977,0.08325817391638048,0.82
Day 12,0.05542572065713089,0.07093502514171252,0.9
Day 13,0.05813796519922754,0.07221166162964437,0.82
Day 14,0.05684191811985394,0.07583605789694647,0.78
Day 15,0.04741550559956687,0.05681189479183135,0.88
Day 16,0.061964730715909945,0.07519523972729027,0.88
Day 17,0.05004831113370572,0.060641316762707585,0.78
Day 18,0.05561802886391545,0.06726447634740636,0.86
Day 19,0.05926562191757506,0.07279238533340059,0.82
