Day,RMSTE,RMSRE,Accuracy
Day 0,0.11232141320988413,0.1341783619348703,0.82
Day 1,0.11246457153843363,0.13792487358523298,0.62
Day 2,0.09549845606282864,0.11955574987861092,0.76
Day 3,0.08285128924327227,0.10459985240881772,0.84
Day 4,0.08150055465267811,0.10530996147148597,0.88
Day 5,0.09311504705234298,0.11546422538273285,0.7
Day 6,0.08047750802642498,0.10083984997625174,0.94
Day 7,0.08414496263738139,0.10820923644464936,0.82
Day 8,0.06625979485616955,0.08343215237216822,0.84
Day 9,0.06879504207217828,0.09156760072898004,0.76
Day 10,0.08073577422934322,0.10081005234111182,0.72
Day 11,0.06531939703597935,0.08058410518338233,0.86
Day 12,0.06967268358240782,0.10089395140680299,0.8
Day 13,0.07192624416285351,0.0935912533355878,0.84
Day 14,0.06746403453967167,0.07853090193037271,0.84
Day 15,0.06568344916114828,0.08463196971207425,0.76
Day 16,0.06935324030477695,0.0890264140277463,0.74
Day 17,0.0580737423055928,0.0721295506327169,0.9
Day 18,0.07776225228597657,0.09271101927809591,0.84
Day 19,0.07110493054864023,0.08917924138496189,0.86
