Day,RMSTE,RMSRE,Accuracy
Day 0,0.14860277555171855,0.17985019548462472,0.72
Day 1,0.1454889795579052,0.1837178467389089,0.78
Day 2,0.13526157414077625,0.16754126631638214,0.8
Day 3,0.13019396518829926,0.15558205763405544,0.72
Day 4,0.14988938396111826,0.18702738986458683,0.72
Day 5,0.12437029156483807,0.1653841811288667,0.8
Day 6,0.15226059626843055,0.18785790878746617,0.74
Day 7,0.1146649664519962,0.1389797225674902,0.8
Day 8,0.16596995427407132,0.20770485608772762,0.66
Day 9,0.15517792664182203,0.1916009391974843,0.68
Day 10,0.12541087033295092,0.1575480966646235,0.8
Day 11,0.1537661349076707,0.19514826453946732,0.64
Day 12,0.12882451563525404,0.1732911173821606,0.74
Day 13,0.1571476227250075,0.20551906243945461,0.68
Day 14,0.1386441610010895,0.1877333903622561,0.74
Day 15,0.1690157093836125,0.22289857248343972,0.64
Day 16,0.21790010336266052,0.2604707461483023,0.46
Day 17,0.11715600546521399,0.15951761868235662,0.76
Day 18,0.14076181540077445,0.17806386341705627,0.74
Day 19,0.13955824896478808,0.16319708893606585,0.9
