Day,RMSTE,RMSRE,Accuracy
Day 0,0.1805005572792357,0.22661650113404513,0.68
Day 1,0.12426733905336111,0.15747515126602835,0.72
Day 2,0.14575203562114689,0.1679009990914776,0.76
Day 3,0.17368945355563797,0.20369108086441856,0.7
Day 4,0.14734966605064995,0.18672481190505047,0.68
Day 5,0.1358674456315303,0.17347261832440264,0.78
Day 6,0.15966141673941922,0.20097412947119675,0.66
Day 7,0.13947043436250786,0.17640245272005714,0.74
Day 8,0.12543057607939975,0.16653322557769273,0.78
Day 9,0.14452306005439658,0.1787739755991125,0.8
Day 10,0.14207820149467676,0.174879622091183,0.8
Day 11,0.14008190214056257,0.17242638790598966,0.76
Day 12,0.14828547437270106,0.19224125764358094,0.78
Day 13,0.16837145768485412,0.21577865307784752,0.54
Day 14,0.12077611577821785,0.14465853938427145,0.82
Day 15,0.13220871957691713,0.18039160618690475,0.72
Day 16,0.1392347099240528,0.1771713576831834,0.8
Day 17,0.19156843141751737,0.24443726375804548,0.56
Day 18,0.15496641313350457,0.19567447136836594,0.62
Day 19,0.1604903467147029,0.1896806810709125,0.68
