Day,RMSTE,RMSRE,Accuracy
Day 0,0.1549519063155352,0.1895941785176851,0.74
Day 1,0.1602082808696032,0.18830872592345793,0.64
Day 2,0.18035411002313037,0.2164672482504768,0.64
Day 3,0.1398634310308309,0.1720974694952189,0.78
Day 4,0.13911790389601758,0.17898376650660752,0.84
Day 5,0.13716228603493916,0.16940821744536486,0.8
Day 6,0.13067704793576138,0.16110660234005786,0.74
Day 7,0.1271339909408341,0.17159661025458506,0.82
Day 8,0.17633735075581497,0.20579339317773765,0.72
Day 9,0.12815670922732328,0.16120150472933206,0.78
Day 10,0.13207390250991916,0.1693948700815082,0.76
Day 11,0.13211306322903849,0.16547721875454485,0.7
Day 12,0.14356618492695902,0.1761172855827829,0.74
Day 13,0.15028592798623827,0.19105323638489183,0.78
Day 14,0.13145856827777197,0.1723823715123431,0.74
Day 15,0.14748816101567516,0.1876650754526618,0.8
Day 16,0.15429169675638418,0.1834860899502459,0.7
Day 17,0.15631313478855982,0.18798896201492973,0.74
Day 18,0.15008195850554024,0.18248336161989845,0.56
Day 19,0.15360930974992218,0.20089588011561488,0.7
