Day,RMSTE,RMSRE,Accuracy
Day 0,0.12718424311044849,0.16799623629313998,0.82
Day 1,0.16005459999371485,0.19568003127195804,0.74
Day 2,0.16324751926170405,0.2087762636878444,0.58
Day 3,0.17787904090371068,0.22219308036875612,0.72
Day 4,0.14644934593394227,0.1898609956744188,0.72
Day 5,0.17327095139299997,0.21095333336294203,0.72
Day 6,0.16856903569962153,0.2078503525122464,0.66
Day 7,0.1683999055128903,0.2063012122987747,0.66
Day 8,0.16377815433537637,0.1944233580557998,0.78
Day 9,0.18670462448875486,0.22188685973908986,0.66
Day 10,0.13402826315615887,0.1639542179101099,0.86
Day 11,0.1043088214121304,0.14481160158288697,0.82
Day 12,0.13934142227416493,0.1823524101034601,0.78
Day 13,0.11993969134497605,0.1437362443584021,0.9
Day 14,0.12289556784238592,0.14830903663654177,0.84
Day 15,0.16835410893778927,0.20212715121199656,0.64
Day 16,0.1379978852153847,0.1793643647354181,0.68
Day 17,0.16818925316079938,0.20915699541076263,0.72
Day 18,0.1613295142063006,0.19473742148317338,0.7
Day 19,0.1278090638338907,0.1542263346944251,0.9
