Day,RMSTE,RMSRE,Accuracy
Day 0,0.13422058860708014,0.165772631905841,0.78
Day 1,0.12816200023990923,0.1637696506955901,0.82
Day 2,0.1306207945306134,0.16102449633110338,0.82
Day 3,0.12993523310640204,0.16361735860876134,0.78
Day 4,0.11955326973081723,0.14855632911903408,0.9
Day 5,0.1394110372715998,0.17126212833718776,0.72
Day 6,0.14903621486021187,0.19138733137830466,0.76
Day 7,0.1870939226175077,0.21552224634168649,0.64
Day 8,0.10432976291715892,0.12877881128134633,0.94
Day 9,0.1102965971661127,0.14303517193690413,0.82
Day 10,0.1373826130000862,0.16048386694189992,0.72
Day 11,0.18036315551328233,0.22430634897931828,0.54
Day 12,0.11989775350722237,0.15520349423895274,0.82
Day 13,0.12589146103558094,0.1591812006442134,0.84
Day 14,0.11700874802105522,0.14764542220747584,0.9
Day 15,0.15388518339771087,0.19031372630892565,0.6
Day 16,0.16828861752836008,0.20372888027023306,0.76
Day 17,0.14845166261317524,0.17785542243883287,0.68
Day 18,0.1549130103310319,0.19039611378884752,0.6
Day 19,0.141173020963562,0.17433963347452866,0.76
