Day,RMSTE,RMSRE,Accuracy
Day 0,0.13744132204830883,0.17204219001404925,0.64
Day 1,0.14774821767124893,0.18531863090205558,0.7
Day 2,0.1276536157200687,0.15718578539131906,0.88
Day 3,0.14339338369314034,0.17965246427689338,0.78
Day 4,0.11994205095968812,0.15577481479166208,0.82
Day 5,0.12167208681856088,0.16706684594598245,0.82
Day 6,0.13426762737669778,0.167135013606806,0.78
Day 7,0.16060160945390275,0.1957354412108776,0.68
Day 8,0.121904457921573,0.1528038475463521,0.8
Day 9,0.14018660882818273,0.1686624845431325,0.88
Day 10,0.14771939001709503,0.1912967812549835,0.74
Day 11,0.16008501025237368,0.20920686685830991,0.58
Day 12,0.1008162066281618,0.12709999784128997,0.88
Day 13,0.11568061777016946,0.1497290055464823,0.92
Day 14,0.1269101403631411,0.16151276093269942,0.82
Day 15,0.11062644210015203,0.1371816925287939,0.8
Day 16,0.1347357641587064,0.16729625863709952,0.7
Day 17,0.129123055587872,0.15285533549883487,0.88
Day 18,0.11006989865162911,0.1308391413505536,0.96
Day 19,0.1600893752549116,0.20038579309996543,0.74
