Day,RMSTE,RMSRE,Accuracy
Day 0,0.15259654836154415,0.18835901331881344,0.66
Day 1,0.13425432359284595,0.17523213527938053,0.74
Day 2,0.12455789675685043,0.16263254607364522,0.76
Day 3,0.17937532503308717,0.22087457775571973,0.74
Day 4,0.13881155474493076,0.17983160267152656,0.68
Day 5,0.1714431353698261,0.22653085915254315,0.72
Day 6,0.11758648033449934,0.15188321648110856,0.98
Day 7,0.14013542879504262,0.1645162630092289,0.84
Day 8,0.14740408414551698,0.17666424401664732,0.82
Day 9,0.13976941544304905,0.1626607430026819,0.84
Day 10,0.1337363850680941,0.16583271140710223,0.9
Day 11,0.13265487652520014,0.16488984878512689,0.8
Day 12,0.16227066282255162,0.20294533809738063,0.64
Day 13,0.1423374700037973,0.17289942074171014,0.62
Day 14,0.11374882257206925,0.13542089802398752,0.86
Day 15,0.10917694499396335,0.14070026317778314,0.86
Day 16,0.11748877976003347,0.13486651818649878,0.86
Day 17,0.152164455032487,0.1900165052882995,0.78
Day 18,0.13175497271516937,0.162208359359892,0.82
Day 19,0.13633114076803154,0.16882577030411433,0.8
