Day,RMSTE,RMSRE,Accuracy
Day 0,0.11987115720819896,0.1592433565566505,0.86
Day 1,0.11767034446290187,0.14969352622713716,0.82
Day 2,0.13141752934537004,0.16668161255934227,0.84
Day 3,0.13258053407937198,0.1728348605914786,0.82
Day 4,0.12273652556429784,0.15023491755922763,0.82
Day 5,0.1034704659750068,0.12478144128857131,0.86
Day 6,0.13208826474368532,0.163005242478812,0.82
Day 7,0.12172195075918957,0.14566199007550604,0.76
Day 8,0.1240328494533285,0.1514572694484429,0.78
Day 9,0.10424844956465808,0.12873141540584718,0.88
Day 10,0.12894005265616215,0.14823231933356837,0.74
Day 11,0.10678825188152338,0.13938419531531,0.8
Day 12,0.11972919692859053,0.15051993906013536,0.76
Day 13,0.11118436196691951,0.13060429477371752,0.88
Day 14,0.10253733735226853,0.13772371059061764,0.84
Day 15,0.09786064041978333,0.12118231762929746,0.8
Day 16,0.10950399827793922,0.12702671161492599,0.8
Day 17,0.10534753073395649,0.1404812888271437,0.84
Day 18,0.10122426514962013,0.13245695553448592,0.86
Day 19,0.14184172742872544,0.17360452453787187,0.78
