Day,RMSTE,RMSRE,Accuracy
Day 0,0.1380433915046624,0.17175478891189266,0.78
Day 1,0.15226108768162744,0.17043828811671122,0.7
Day 2,0.14418585436967926,0.18220938350740884,0.6
Day 3,0.11707958145005612,0.14711903427770168,0.78
Day 4,0.12186924029018507,0.15686026507989806,0.84
Day 5,0.11875025082059856,0.15353602463055108,0.74
Day 6,0.10848252937750137,0.13738198158135334,0.76
Day 7,0.11534054692043369,0.14753463772563008,0.82
Day 8,0.1369021280964565,0.1706887814163716,0.74
Day 9,0.12902563827934282,0.161341781085297,0.74
Day 10,0.10438068312831116,0.140754292193052,0.72
Day 11,0.1288191586257013,0.15761044433598806,0.66
Day 12,0.12073970944499543,0.1594950141239758,0.78
Day 13,0.13969117318395005,0.18018754294778216,0.74
Day 14,0.12421921601733184,0.1558187196589528,0.84
Day 15,0.12803972407119277,0.1638580511213557,0.8
Day 16,0.12995356864655672,0.16136120945776886,0.72
Day 17,0.12701530325353777,0.1594696433410457,0.76
Day 18,0.13657327920089737,0.17518638968538539,0.7
Day 19,0.12711896622269103,0.16445115934288135,0.68
