Day,RMSTE,RMSRE,Accuracy
Day 0,0.10858528105666526,0.1276268981747678,0.88
Day 1,0.08961780193426223,0.10936474866867633,0.92
Day 2,0.1112921495180813,0.13557105565597666,0.88
Day 3,0.13540911115336512,0.17192446427621197,0.8
Day 4,0.15302879379942982,0.18969787060027848,0.7
Day 5,0.11528215586714381,0.1489156261990721,0.74
Day 6,0.11713895218315559,0.14888856632593947,0.86
Day 7,0.0986841853784226,0.11982846062736253,0.78
Day 8,0.12419402044400953,0.15404067508469413,0.86
Day 9,0.1366114243201877,0.17106368486913215,0.8
Day 10,0.1233710470922981,0.1613196457011629,0.84
Day 11,0.1132845992068496,0.14754722602909537,0.78
Day 12,0.13594312315660528,0.16501969365994315,0.68
Day 13,0.12050833298751501,0.146296906272481,0.76
Day 14,0.10886123178480332,0.13895425789634777,0.8
Day 15,0.12400056785970365,0.15672343872570385,0.76
Day 16,0.14645969135249834,0.18161695850586376,0.72
Day 17,0.10491363712079547,0.12265586262988003,0.92
Day 18,0.1543794582519195,0.19661720648462933,0.72
Day 19,0.105542643773604,0.13246233381403602,0.84
