Day,RMSTE,RMSRE,Accuracy
Day 0,0.14019998275687154,0.17174621330983533,0.76
Day 1,0.13755954534294895,0.16632918201076702,0.72
Day 2,0.12077537363433967,0.15566156458687053,0.72
Day 3,0.13569172727757653,0.16976371859862022,0.66
Day 4,0.1250584990837407,0.15602184758654603,0.78
Day 5,0.11913714417176409,0.14497989006171244,0.68
Day 6,0.11565423904598221,0.15202573963666696,0.76
Day 7,0.13667178802952487,0.16372627299380973,0.78
Day 8,0.13840968329473002,0.1711489697321721,0.7
Day 9,0.1365373476584427,0.15748647109745872,0.76
Day 10,0.12576073199269194,0.16347440839940622,0.7
Day 11,0.13465545129232512,0.16295939647379565,0.72
Day 12,0.12525457654248762,0.15600812468085581,0.7
Day 13,0.11841426119345341,0.14558378980997516,0.86
Day 14,0.13159683796457702,0.15547311423278398,0.74
Day 15,0.151056256656888,0.18308530763902423,0.74
Day 16,0.1472983263415752,0.18306869898431827,0.76
Day 17,0.1570023073510894,0.18642159198966626,0.74
Day 18,0.13375311923259908,0.16725077318242498,0.78
Day 19,0.16718457093648445,0.1958759268670214,0.6
