Day,RMSTE,RMSRE,Accuracy
Day 0,0.19237552557890267,0.2350949814471073,0.52
Day 1,0.1300718877676868,0.1605923696137709,0.62
Day 2,0.10525634321444578,0.12560502767443985,0.9
Day 3,0.11834726096876871,0.15537124148692216,0.82
Day 4,0.12647369898823949,0.16114136405412188,0.68
Day 5,0.12092739506749563,0.14935869733919055,0.8
Day 6,0.13041923804728306,0.15265292099102581,0.7
Day 7,0.12023906019847344,0.14634294273910856,0.82
Day 8,0.10525352444821505,0.13822188642348243,0.82
Day 9,0.1362626996708595,0.16741965452223564,0.72
Day 10,0.11386538783862364,0.14553508201388576,0.7
Day 11,0.1190843730864088,0.14652224394705268,0.76
Day 12,0.14601753933400388,0.18523386070682196,0.7
Day 13,0.12515998997055364,0.16174692029433807,0.78
Day 14,0.13063872904468135,0.15316021586558087,0.74
Day 15,0.12362498133017023,0.15787792587834784,0.76
Day 16,0.12145770147652192,0.14967858625372435,0.84
Day 17,0.14308442793181725,0.18778841852381659,0.68
Day 18,0.11960693427562222,0.14736187355199473,0.86
Day 19,0.11837774679400384,0.14851160149063086,0.76
