Day,RMSTE,RMSRE,Accuracy
Day 0,0.14616380486391867,0.1750106038589495,0.7
Day 1,0.12925765862434388,0.15918738540206567,0.8
Day 2,0.11397329691936793,0.1424701267025411,0.78
Day 3,0.12510767654048496,0.1587409376146708,0.7
Day 4,0.1310065117103363,0.1664412136887943,0.68
Day 5,0.12858571219158346,0.16068648677424047,0.72
Day 6,0.12387219042266426,0.15831974036319754,0.64
Day 7,0.1462095044534579,0.18097411606203165,0.72
Day 8,0.11685768434467102,0.15061543947075393,0.7
Day 9,0.16771610558435024,0.199826106265774,0.58
Day 10,0.08875696585681772,0.12224060585496291,0.9
Day 11,0.12422052898437307,0.14676646802895105,0.78
Day 12,0.16626732689767765,0.22132118177854165,0.46
Day 13,0.12656435245495629,0.15647737083849464,0.68
Day 14,0.11166855915152935,0.1374133549392635,0.86
Day 15,0.17528297835272835,0.21843325124747312,0.64
Day 16,0.1326715110850454,0.1576885206249496,0.72
Day 17,0.14530084542513502,0.168013074456282,0.62
Day 18,0.12465806484913859,0.1560700457509562,0.74
Day 19,0.15784304162032214,0.1886140749444518,0.64
