Day,RMSTE,RMSRE,Accuracy
Day 0,0.10032902751365753,0.12583182793812167,0.88
Day 1,0.1341088877483754,0.16315848996353746,0.78
Day 2,0.171723217915866,0.20895299116311045,0.6
Day 3,0.1487050737159905,0.1804416838846204,0.64
Day 4,0.09778535989156908,0.12882390003087688,0.74
Day 5,0.11641185599389403,0.14137695774385878,0.82
Day 6,0.12532324460635966,0.14571584658075837,0.82
Day 7,0.0940784306187824,0.11677161620591431,0.92
Day 8,0.1192049746686846,0.14576680915301748,0.82
Day 9,0.09852252459400836,0.12508579934918082,0.88
Day 10,0.10671081139263076,0.13041643610876172,0.76
Day 11,0.14082781321141777,0.16651902445635064,0.76
Day 12,0.13441949774030512,0.1610963221279705,0.78
Day 13,0.1365230145394009,0.17404082088548725,0.82
Day 14,0.13090161590059457,0.16584584069124766,0.76
Day 15,0.17808208661850294,0.22253303350530507,0.6
Day 16,0.10630812086128213,0.1379413922504173,0.78
Day 17,0.11640939524364934,0.14622955815851374,0.82
Day 18,0.13718269112297715,0.17035401245140874,0.78
Day 19,0.12319898780688207,0.15031779575979617,0.82
