Day,RMSTE,RMSRE,Accuracy
Day 0,0.10554538562656843,0.13692827729939763,0.78
Day 1,0.16042447762071974,0.1897760437278354,0.68
Day 2,0.0951961091352877,0.1235128472278405,0.8
Day 3,0.14851562366864282,0.1760424256526713,0.76
Day 4,0.13219126096906716,0.16439676759861713,0.8
Day 5,0.13389204044749495,0.16786154203954046,0.76
Day 6,0.14739127260886828,0.19253679276633887,0.7
Day 7,0.09955500164972922,0.12348148232110542,0.96
Day 8,0.15287413795307309,0.18530576707065152,0.6
Day 9,0.13963841836546664,0.16873012253099576,0.7
Day 10,0.11649100699025211,0.13833745763134414,0.8
Day 11,0.10967119766853099,0.14029842800744122,0.82
Day 12,0.181683905888246,0.2197946048530988,0.62
Day 13,0.10532472996874728,0.13281231864631401,0.86
Day 14,0.09725907595658838,0.137567120348657,0.84
Day 15,0.13508832250034888,0.1676772491035888,0.7
Day 16,0.11288566436312888,0.13752982657805773,0.86
Day 17,0.13616894235195348,0.1671020472216418,0.74
Day 18,0.13832427108881196,0.17147645625414087,0.74
Day 19,0.16529984863526473,0.2000403716468785,0.68
