Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.54
Day 1,0,0,0.39
Day 2,0,0,0.54
Day 3,0,0,0.56
Day 4,0,0,0.47
Day 5,0,0,0.48
Day 6,0,0,0.45
Day 7,0,0,0.43
Day 8,0,0,0.51
Day 9,0,0,0.42
