Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.54
Day 1,0,0,0.4
Day 2,0,0,0.54
Day 3,0,0,0.57
Day 4,0,0,0.49
Day 5,0,0,0.5
Day 6,0,0,0.47
Day 7,0,0,0.42
Day 8,0,0,0.51
Day 9,0,0,0.42
