Day,MSE_mu,Accuracy
Day 0,0.013723835743153395,0.8
Day 1,0.0075485461607857785,0.92
Day 2,0.0051184634058374714,0.84
Day 3,0.00403080086600085,0.88
Day 4,0.003220410837875005,0.98
Day 5,0.002577614212762856,0.96
Day 6,0.002277984463671019,0.9
Day 7,0.0022295078968950555,0.86
Day 8,0.002055780389313583,0.94
Day 9,0.001692980419051274,0.96
Day 10,0.0013985323583773626,0.94
Day 11,0.0012787835983757044,0.9
Day 12,0.0011023637131267615,0.9
Day 13,0.001043937064591267,0.94
Day 14,0.000994547692733577,0.9
Day 15,0.000856310583716406,0.94
Day 16,0.0007455143201181345,0.92
Day 17,0.0007022134605164887,0.92
Day 18,0.0006903066502090192,0.88
Day 19,0.0007450295012797283,0.86
