Day,MSE_mu,Accuracy
Day 0,0.021843856864976835,0.76
Day 1,0.010136297742537458,0.88
Day 2,0.005953816984934552,0.96
Day 3,0.0032734451208388565,0.9
Day 4,0.002689661057406625,0.94
Day 5,0.002109886694691652,0.94
Day 6,0.001949777783809269,0.92
Day 7,0.0017096396001351475,0.92
Day 8,0.0014761254111281374,0.94
Day 9,0.0013388172691812619,0.94
Day 10,0.0013028334876133438,0.98
Day 11,0.0012864928824983268,0.86
Day 12,0.0011910921377666214,0.92
Day 13,0.0011307669324493843,0.94
Day 14,0.0010554017664299023,0.92
Day 15,0.0010282294117674152,0.86
Day 16,0.001000214537429898,0.92
Day 17,0.0009498677481047668,0.94
Day 18,0.0009290915070799436,0.94
Day 19,0.0008164056151309683,0.96
