Day,MSE_mu,Accuracy
Day 0,0.017794283215966367,0.76
Day 1,0.009131108943601559,0.94
Day 2,0.006659785618621077,0.94
Day 3,0.005625923361108469,0.9
Day 4,0.004722939382059385,0.96
Day 5,0.0038154738196967053,0.86
Day 6,0.003018379101634111,0.86
Day 7,0.0023674392039954376,0.94
Day 8,0.0021458558721365994,0.94
Day 9,0.0018344952836275824,0.86
Day 10,0.0016529855191809923,0.98
Day 11,0.0014050504363927276,0.94
Day 12,0.0013444530688295833,0.96
Day 13,0.0012704239096134767,0.96
Day 14,0.0011146272672986487,0.96
Day 15,0.00103000520406378,0.88
Day 16,0.0009926575644656755,0.92
Day 17,0.0008765292774086046,0.92
Day 18,0.000870297216757555,0.98
Day 19,0.0007986835705326641,0.96
