Day,MSE_mu,Accuracy
Day 0,0.01674088531353577,0.88
Day 1,0.009158380783996218,0.92
Day 2,0.007019991460468178,0.88
Day 3,0.004541531654529909,0.88
Day 4,0.0034155328226959892,0.94
Day 5,0.0029870010394304563,0.9
Day 6,0.0022763160230202524,0.94
Day 7,0.0018791146907377984,0.96
Day 8,0.00147963872122846,0.96
Day 9,0.001369695444864805,0.9
Day 10,0.001243701474561902,0.92
Day 11,0.0012688144358802191,1.0
Day 12,0.001080899281294733,0.94
Day 13,0.000952271289603853,0.9
Day 14,0.0008702229888978341,0.94
Day 15,0.0008486027018095093,0.98
Day 16,0.0008413568591444669,0.96
Day 17,0.0007376262935871408,0.96
Day 18,0.0006845460504743013,0.96
Day 19,0.0007128651012218504,0.94
