Day,MSE_mu,Accuracy
Day 0,0.012688312809425879,0.9
Day 1,0.004242539349624566,0.92
Day 2,0.0035497821600037477,0.92
Day 3,0.0025638275519347404,0.9
Day 4,0.001992341857559934,0.9
Day 5,0.0020518580588282393,0.88
Day 6,0.001852534293662184,0.92
Day 7,0.0016546827878874807,0.94
Day 8,0.001519738968223843,0.96
Day 9,0.0013971230758381998,0.94
Day 10,0.0011424187077345952,0.94
Day 11,0.0009328373597090551,0.86
Day 12,0.0009136218203009125,0.92
Day 13,0.000845347466046688,0.96
Day 14,0.000852517014314458,0.88
Day 15,0.000866308264033626,0.94
Day 16,0.0008239544268453787,0.94
Day 17,0.0007278378291431397,0.9
Day 18,0.000672455437312069,0.94
Day 19,0.0006227817845401881,1.0
