Day,MSE_mu,Accuracy
Day 0,0.010726932297460003,0.92
Day 1,0.004677374008286833,0.98
Day 2,0.004056039952138222,0.94
Day 3,0.003136565806302923,0.92
Day 4,0.0026689629874098062,0.98
Day 5,0.0023278959434430897,0.88
Day 6,0.002529331357174316,0.88
Day 7,0.002245891368054493,0.92
Day 8,0.001723426051805476,0.94
Day 9,0.0015104565907319506,0.96
Day 10,0.001557154506165185,0.96
Day 11,0.0014298016574635982,0.94
Day 12,0.0013127544782265065,1.0
Day 13,0.001196459333505885,0.94
Day 14,0.0011032890378538688,0.92
Day 15,0.001032844166478425,0.92
Day 16,0.0009564442226656476,0.94
Day 17,0.0008865889247486085,0.94
Day 18,0.0008534704947378485,0.94
Day 19,0.0007660408031183671,0.96
