Day,RMSTE,RMSRE,Accuracy
Day 0,0.07279591373359764,0.09826309884540282,0.9
Day 1,0.09093599932942278,0.11549423000442194,0.94
Day 2,0.09173856854536276,0.11510923155371063,0.78
Day 3,0.09782641559803379,0.12367541768102173,0.78
Day 4,0.08430150195336192,0.11091565909209761,0.8
Day 5,0.09559048914471689,0.11565087134382344,0.8
Day 6,0.09506480245598403,0.1239148401221463,0.72
Day 7,0.10057918725529809,0.12476100722096244,0.78
Day 8,0.10006174444911975,0.12546805006937245,0.84
Day 9,0.07433603727360287,0.09190452337585096,0.84
Day 10,0.10173825547094972,0.12426194865144377,0.8
Day 11,0.08642575248581535,0.10986057742331992,0.94
Day 12,0.0858143096081898,0.11350588298862593,0.84
Day 13,0.08502474535475042,0.11053843816583082,0.9
Day 14,0.09717714581473638,0.12728560649647605,0.78
Day 15,0.09912567306001835,0.11976848294484364,0.96
Day 16,0.09408603362921869,0.11960955998698257,0.78
Day 17,0.08315946553854342,0.11138592705230856,0.64
Day 18,0.09894420480521626,0.12180365780430494,0.88
Day 19,0.09745101389044399,0.11989370929359722,0.82
