Day,RMSTE,RMSRE,Accuracy
Day 0,0.0792855510884865,0.09406062477090003,0.92
Day 1,0.06778604568674203,0.08985748736926837,0.78
Day 2,0.059624588517253094,0.08084518114703561,0.84
Day 3,0.0633556440335386,0.07993371897264037,0.8
Day 4,0.07869123893320833,0.09983343692358351,0.7
Day 5,0.0785367043644341,0.0974350697879036,0.74
Day 6,0.07600565919167206,0.09483100549113586,0.72
Day 7,0.07582629879471219,0.09476341948538566,0.72
Day 8,0.07175496410613298,0.09294375846433635,0.74
Day 9,0.08273532605388555,0.10465423206176706,0.76
Day 10,0.07303867042553908,0.09113360352565364,0.58
Day 11,0.07654169444609955,0.09032927456993899,0.9
Day 12,0.08750340167972885,0.1085227058125677,0.72
Day 13,0.07127807083986441,0.08951105937588757,0.86
Day 14,0.06613844227435699,0.07750196610564368,0.8
Day 15,0.08143849996984123,0.09981320463881233,0.78
Day 16,0.06835366363424801,0.08295765458203565,0.7
Day 17,0.07921601612985743,0.09730569867931274,0.82
Day 18,0.08417226881676931,0.10334222141377888,0.72
Day 19,0.08219553083176,0.09930026616593808,0.72
