Day,RMSTE,RMSRE,Accuracy
Day 0,0.09633409482263053,0.11986977950479431,0.88
Day 1,0.0887321058097461,0.10820169226391341,0.8
Day 2,0.08414309848931292,0.10306503402554495,0.84
Day 3,0.07912873743379453,0.10080370106399711,0.74
Day 4,0.09658438574981851,0.11674210313083622,0.92
Day 5,0.08471070392929464,0.10345458334347848,0.78
Day 6,0.0832427852487614,0.1077286566154411,0.84
Day 7,0.09290117856295035,0.11480400066323702,0.82
Day 8,0.09157496522057547,0.11017354631183968,0.76
Day 9,0.1007806348606776,0.12063039237012758,0.58
Day 10,0.07507848778830123,0.09081670047343032,0.66
Day 11,0.08659003135824561,0.10665136470040536,0.86
Day 12,0.09252858451729563,0.11153322269298938,0.8
Day 13,0.07907386153865863,0.09731386125255807,0.84
Day 14,0.07285961971642704,0.09636850622020886,0.7
Day 15,0.08531726654598716,0.10492942752694276,0.88
Day 16,0.09338333463030347,0.11419185461251968,0.72
Day 17,0.1000758768038573,0.12221605247035543,0.82
Day 18,0.09766973201543287,0.11693738988795531,0.8
Day 19,0.08710230294907928,0.11113684324226358,0.66
