Day,RMSTE,RMSRE,Accuracy
Day 0,0.09966956834973492,0.11788548448126089,0.72
Day 1,0.09992542775662924,0.12607720855706103,0.76
Day 2,0.0744802788358734,0.09138183821632288,0.82
Day 3,0.0854270134401596,0.10020780624314922,0.74
Day 4,0.094032779967823,0.11129187641389983,0.76
Day 5,0.08832655920494295,0.10503643544887782,0.78
Day 6,0.09722398601861229,0.12269425874866494,0.74
Day 7,0.09796419845520432,0.1208466808975995,0.78
Day 8,0.08185533929221271,0.09933543616478419,0.82
Day 9,0.08436668105954513,0.10702362555714257,0.82
Day 10,0.09973780593740364,0.12617852432704835,0.88
Day 11,0.09683149148863279,0.1154905222243568,0.7
Day 12,0.08465619215290457,0.106979960447547,0.84
Day 13,0.09076993383296521,0.11231349988162291,0.62
Day 14,0.08924169317211642,0.10651614209343722,0.84
Day 15,0.08821825515138171,0.10535116181938986,0.72
Day 16,0.0947110502218141,0.11521310826923106,0.8
Day 17,0.10034365539205209,0.11491507701076674,0.78
Day 18,0.09538874726655161,0.1190866252543406,0.78
Day 19,0.09877628602357606,0.11709021542445494,0.68
