Day,RMSTE,RMSRE,Accuracy
Day 0,0.08987456125678348,0.11845316054134811,0.82
Day 1,0.09087473421711083,0.11033737963576395,0.76
Day 2,0.08974937200526978,0.10963185255294981,0.68
Day 3,0.08409560109532012,0.10374319938856082,0.72
Day 4,0.09395114088488084,0.12027476019036372,0.82
Day 5,0.09290024336409027,0.11185689183042517,0.74
Day 6,0.08546369187774923,0.11503961795567355,0.82
Day 7,0.09822259930850286,0.12498370465940783,0.76
Day 8,0.09960160047350447,0.12605878736492718,0.8
Day 9,0.08588259447106877,0.10580449386205609,0.66
Day 10,0.08892738740628872,0.1112873042529939,0.86
Day 11,0.09010678434827357,0.11537778673138809,0.84
Day 12,0.09177832167559537,0.11436566047578102,0.78
Day 13,0.09173614451535504,0.11565184907181715,0.9
Day 14,0.08637697715161977,0.11285304082284432,0.68
Day 15,0.07702223154438005,0.0946779783663652,0.66
Day 16,0.09309679890913806,0.11335670177355871,0.68
Day 17,0.09364061050699896,0.11770050963821295,0.7
Day 18,0.08243062840568155,0.10132381755995758,0.9
Day 19,0.08278160244336304,0.10376473021260875,0.92
