Day,RMSTE,RMSRE,Accuracy
Day 0,0.07781656293950283,0.09391783116915059,0.78
Day 1,0.08919600472471956,0.1044872672626823,0.72
Day 2,0.0826248500002712,0.10154992418328491,0.58
Day 3,0.09221307502287683,0.1090925086787672,0.84
Day 4,0.09276277373630137,0.11533181665746178,0.86
Day 5,0.07243036646151338,0.08833184069973861,0.68
Day 6,0.08159033600890783,0.10158541715585236,0.72
Day 7,0.0926145254811503,0.10885241676220882,0.68
Day 8,0.08004269115153455,0.10168216122814816,0.82
Day 9,0.09296540960879689,0.11110014966537166,0.9
Day 10,0.08105135210817474,0.09619900333244247,0.64
Day 11,0.07420852110087882,0.09549494617585762,0.6
Day 12,0.08829500058871893,0.10917266141441288,0.9
Day 13,0.07909903630297263,0.09885489136082312,0.78
Day 14,0.097422315807855,0.11244525132306428,0.68
Day 15,0.08671298042210603,0.1056202547880835,0.84
Day 16,0.07973199928467307,0.1004304274418648,0.8
Day 17,0.07353419080903116,0.09395926352096433,0.82
Day 18,0.0911763629087699,0.11548835070977025,0.82
Day 19,0.07899669900010976,0.09763131139746464,0.7
