Day,RMSTE,RMSRE,Accuracy
Day 0,0.07099771074025041,0.09047506430212798,0.88
Day 1,0.09278414466225371,0.11700295642591209,0.74
Day 2,0.09436627520693919,0.11336270175400828,0.8
Day 3,0.0837896294122904,0.09768361032222961,0.76
Day 4,0.08563803865249205,0.11281085357821422,0.88
Day 5,0.08633105423536568,0.11016588164218308,0.84
Day 6,0.08760906878000643,0.10667536515850606,0.8
Day 7,0.09886001960681774,0.11728559334051851,0.68
Day 8,0.09114644248581279,0.11156688954295822,0.92
Day 9,0.09240967234878855,0.11868610013031632,0.78
Day 10,0.08520358075733339,0.10574230982454505,0.8
Day 11,0.09283468828603454,0.11259128277344398,0.86
Day 12,0.09712231049178112,0.11943809277703368,0.88
Day 13,0.09745149517387729,0.11836881514547125,0.78
Day 14,0.08442948699245097,0.10110160941988695,0.68
Day 15,0.08993920731978669,0.1153832620367258,0.64
Day 16,0.09893149976228928,0.1251923914097267,0.84
Day 17,0.09435717186794097,0.11539565226336804,0.88
Day 18,0.09567600978633549,0.11908860743867375,0.78
Day 19,0.08137156306926371,0.09756695081187186,0.82
