Day,RMSTE,RMSRE,Accuracy
Day 0,0.07475562510270131,0.09746062574156797,0.78
Day 1,0.07732318635814982,0.10553575204941237,0.66
Day 2,0.07398134455062107,0.10225148449299293,0.72
Day 3,0.07377051998707188,0.09393769923046884,0.86
Day 4,0.06970195048701809,0.0864014128786338,0.78
Day 5,0.06344351380337232,0.07990698463580401,0.82
Day 6,0.07991975488435543,0.10957217260850864,0.8
Day 7,0.06993045456663721,0.09328324942468395,0.74
Day 8,0.0762498897101171,0.09409424785318629,0.72
Day 9,0.08237869566490984,0.09917863261153745,0.72
Day 10,0.08526317311953989,0.10716369376878386,0.88
Day 11,0.0858432118863857,0.11287587257258218,0.78
Day 12,0.09133413929687827,0.11414541795908352,0.62
Day 13,0.07067230481929952,0.09494551131721582,0.7
Day 14,0.0766634497618197,0.10401583013697176,0.86
Day 15,0.07541480624316413,0.09858777850459369,0.64
Day 16,0.08497080698884506,0.11115353144921908,0.52
Day 17,0.07264864799609298,0.09384669902540639,0.68
Day 18,0.07400142006552118,0.09769093288856988,0.8
Day 19,0.08128938959474113,0.09592220681440178,0.66
