Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.89
Day 1,0,0,0.89
Day 2,0,0,0.91
Day 3,0,0,0.9
Day 4,0,0,0.93
Day 5,0,0,0.89
Day 6,0,0,0.86
Day 7,0,0,0.93
Day 8,0,0,0.94
Day 9,0,0,0.92
Day 10,0,0,0.91
Day 11,0,0,0.84
Day 12,0,0,0.84
Day 13,0,0,0.86
Day 14,0,0,0.88
Day 15,0,0,0.88
Day 16,0,0,0.88
Day 17,0,0,0.89
Day 18,0,0,0.94
Day 19,0,0,0.94
