1141,0.105444097988163,0.0338687870885574,0.853640794873171,0.00360670427833765,0.00343961577177005
2039,1.37716196606523E-05,0.000339010233012385,0.0798706892818817,0.907084654343453,0.0126918745219922
1176,9.30496630646098E-08,1.39826191528565E-07,0.000163722393036011,7.17999357374106E-05,0.999764244795372
1245,9.79707282338354E-08,1.1552107524612E-07,9.66008198429263E-05,0.999783474295846,0.000119711392507861
852,3.39762114203772E-05,0.000493823536232641,0.00037141864424177,0.568712096041492,0.430388685566614
778,0.00538916855146235,0.019407992534903,0.586734182702974,0.387444856991539,0.00102379921912164
1407,0.000841636580621574,0.150342519796802,0.819096554158316,0.0296858791623304,3.34103019298288E-05
67,1.80360760330245E-07,1.65432058341266E-08,6.618837855211E-07,2.99830330435931E-05,0.999969158179205
278,9.11423120592182E-06,1.33526265674087E-05,0.100791980899072,0.898860226271177,0.000325325971976933
2382,0.0039959116387205,0.00530333517931717,0.808949346965153,0.179118439725616,0.0026329664911932
1585,0.597942490760894,0.0397834236604084,0.294555052123417,0.0122980354429723,0.0554209980123084
1354,3.40781716625919E-07,2.59569759097766E-06,7.02816102426286E-05,0.99935304558505,0.000573736325399813
1648,3.54301884689749E-08,5.1896022387409E-09,1.55060099229868E-06,1.97405799883215E-06,0.999996434721218
2391,1.07333117533792E-08,6.69646195293915E-09,8.82303140011877E-08,1.78719221745734E-06,0.999998107147695
745,1.52994011785934E-05,2.91633413497141E-06,0.0177313356257471,0.944950724779861,0.0372997238590783
426,2.09820101188682E-07,2.69940287732738E-08,3.37527432969762E-07,7.30585835387167E-06,0.999992119800083
2141,0.00496474303901175,0.234491142472566,0.753029914023029,0.00727328866652709,0.000240911798865442
2072,0.173928790064452,0.00136688748099814,0.016866993403324,0.239813539300537,0.568023789750689
2176,1.20533359998916E-06,4.40090669301966E-08,1.84320368496921E-06,1.14597077363993E-05,0.999985447745912
456,0.00143900101499129,0.0210959422911783,0.962829518147079,0.0121277232958092,0.00250781525094227
2377,5.76168393748424E-06,4.82804214714872E-05,0.380108934420839,0.604953985078857,0.0148830383948945
380,4.44923091380825E-05,9.44006456983737E-06,0.00116284613132935,0.000983098833322084,0.997800122661641
2587,1.01546164728121E-07,3.82309199583293E-08,4.44939209113E-07,3.35526386264063E-05,0.99996586264508
2385,0.939339367310633,0.056954492403206,0.00369890925112602,1.25688191756267E-06,5.97415311734666E-06
2022,2.52697600148359E-06,3.39134223529417E-05,0.0169937613343634,0.9771186966121,0.00585110165518242
2558,1.27272835446951E-06,6.68051083112962E-07,2.69905578963028E-05,1.3616154931304E-05,0.999957452507735
2532,0.121724769198653,0.00203305018460859,0.179366195739319,0.020798120442531,0.676077864434888
2330,0.000179537211058641,8.76525179204359E-06,0.00355473349502541,0.988463243449464,0.00779372059265964
1595,0.00271647213854869,0.108833559795977,0.847408859989513,0.011358700810504,0.0296824072654573
286,0.00525028895108269,0.99257854057424,0.00217024934270481,4.58773421629594E-07,4.62358551118595E-07
1724,0.92402089892617,0.0746909089059777,0.00127322344499378,1.34976110603612E-05,1.47111179816471E-06
306,0.000251486728493231,0.00222946739153104,0.978187327058259,0.0193073811177041,2.43377040128399E-05
2065,0.00135247438951183,0.0025516764661599,0.322569199865718,0.504981492023624,0.168545157254986
651,0.00027580773470336,9.91081605245018E-05,0.00988637309327153,0.988820977150639,0.000917733860861466
174,5.73814790034418E-07,1.03767668674576E-07,3.41565484080894E-06,1.64922982422769E-05,0.999979414464458
2409,0.992682471340836,0.00246954367300111,0.00396765748731089,0.000556632693236743,0.000323694805615679
1925,1.85519747129572E-08,1.17730968657147E-08,4.25257968434282E-07,1.06968545617526E-06,0.999998474731504
436,0.00555537403183894,0.102955707871481,0.254279438655155,0.631397877267223,0.00581160217430157
2173,0.890995286686833,0.0212435774096103,0.0663093849975811,0.0191210840221513,0.00233066688382409
150,0.0362741392083811,0.0401900510920935,0.68436986911004,0.225663290295717,0.013502650293769
424,9.80772956426323E-06,3.77491251383688E-05,0.000608119657468076,0.957634028612794,0.0417102948750354
1955,0.000900660968723798,0.985624749692553,0.0133975936028158,6.98632776901064E-05,7.13245821709077E-06
2233,7.51044912286574E-08,3.10180547027179E-06,0.00038049627874795,0.999568681474955,4.76453363349643E-05
