Day,RMSTE,RMSRE,Accuracy
Day 0,0.07797897789489387,0.10052038609847018,0.84
Day 1,0.07636258220978699,0.096342343622103,0.8
Day 2,0.05177433359117787,0.07305211593947937,0.86
Day 3,0.07258318176307708,0.08887392723429936,0.72
Day 4,0.06277834830234857,0.07635542544596878,0.86
Day 5,0.06795095554307044,0.08801786106664809,0.8
Day 6,0.06380347712423169,0.08469667783431317,0.78
Day 7,0.07015285589027229,0.08745757849552362,0.8
Day 8,0.07096151313465103,0.09132210605083696,0.84
Day 9,0.07187705102966858,0.09364090705631911,0.76
Day 10,0.06181190971577392,0.07683899033965765,0.74
Day 11,0.07428852215125743,0.0909958763973214,0.8
Day 12,0.06642458361557999,0.08824052342158617,0.76
Day 13,0.06093820848047724,0.07420617848531838,0.8
Day 14,0.06562342874871277,0.08048514216649803,0.8
Day 15,0.06810582499614733,0.08198847604040507,0.78
Day 16,0.06702672834558854,0.08577843554828686,0.8
Day 17,0.0694699022823541,0.08016674723023609,0.78
Day 18,0.06600276312782077,0.07994345681025818,0.84
Day 19,0.06826421853678054,0.08564310220697308,0.8
