Day,RMSTE,RMSRE,Accuracy
Day 0,0.08805891830323592,0.10867055516757582,0.62
Day 1,0.07667326915715404,0.09087787118214075,0.72
Day 2,0.07597694645922595,0.09482762970504377,0.8
Day 3,0.07990904840562674,0.09860080841464666,0.76
Day 4,0.0821913837161946,0.10279641665347862,0.66
Day 5,0.0769191068758844,0.09172589945655588,0.88
Day 6,0.07527139058949685,0.09734569793838221,0.84
Day 7,0.05911540988669253,0.08038632647912214,0.72
Day 8,0.06665759185801799,0.09084716367567883,0.7
Day 9,0.0771720602922836,0.09423774359275863,0.74
Day 10,0.07281721248499631,0.09485353497144797,0.72
Day 11,0.06288965279068023,0.07765906484764996,0.78
Day 12,0.06532292915474018,0.08382208871072833,0.84
Day 13,0.05902832823806308,0.07641372189082275,0.82
Day 14,0.06499553640657316,0.08002403473997352,0.68
Day 15,0.06447179235086199,0.08097330015954506,0.82
Day 16,0.06707160160380457,0.08608626735063848,0.82
Day 17,0.059576327476990314,0.07938074422360068,0.74
Day 18,0.06559971698066862,0.08346817357819088,0.82
Day 19,0.06691765030337289,0.08267638159918526,0.7
