Day,RMSTE,RMSRE,Accuracy
Day 0,0.08724065093833458,0.10535121990017883,0.72
Day 1,0.0907578102219909,0.10861253734481821,0.74
Day 2,0.08148985210264331,0.098254069392827,0.74
Day 3,0.08123880167728023,0.09892044465044984,0.64
Day 4,0.08625513047368352,0.1048135175475174,0.74
Day 5,0.08302094050516866,0.10554609372742557,0.8
Day 6,0.07105574785961606,0.09098591814957696,0.82
Day 7,0.08394532195121808,0.10582012558997274,0.8
Day 8,0.06800497991660336,0.08564424483877571,0.8
Day 9,0.08039722041017222,0.0987393073250032,0.8
Day 10,0.07706603033059103,0.09244551060577105,0.72
Day 11,0.08641925084089136,0.10598602363399212,0.76
Day 12,0.07511214044263506,0.09278633599736591,0.72
Day 13,0.08532720361619044,0.10490515382627483,0.84
Day 14,0.07669656848577983,0.09546905774118096,0.74
Day 15,0.07944833184997979,0.0976704699267899,0.82
Day 16,0.07899528147872688,0.09575885204223315,0.78
Day 17,0.07123671542779236,0.0909492214005181,0.8
Day 18,0.06698306641904395,0.08453078783133339,0.8
Day 19,0.06150011711544026,0.07646290283334382,0.74
