Day,RMSTE,RMSRE,Accuracy
Day 0,0.08742363481779364,0.11615827029345188,0.72
Day 1,0.09356213272873459,0.11275715207631398,0.84
Day 2,0.07895768871242506,0.09668683579141031,0.6
Day 3,0.08427986882558337,0.1011693062965442,0.76
Day 4,0.07444719459342367,0.09291828331838561,0.72
Day 5,0.07456851484323332,0.09070003029254346,0.66
Day 6,0.08746608810552434,0.10890354582161459,0.72
Day 7,0.08649595486978362,0.10470765264574361,0.74
Day 8,0.07809890588847898,0.09617122119065966,0.84
Day 9,0.08157097493557784,0.09658074289578157,0.78
Day 10,0.09116934992139834,0.10617677455414132,0.84
Day 11,0.06957962133452449,0.08680645653734938,0.76
Day 12,0.07386698828971253,0.08673722652227608,0.74
Day 13,0.08707181627201659,0.10289913322396427,0.74
Day 14,0.07079229765073035,0.08701516241480416,0.8
Day 15,0.0731822337532293,0.09371828345549318,0.84
Day 16,0.0847322942508917,0.10233525713645727,0.78
Day 17,0.0671322101379755,0.0841889042008161,0.88
Day 18,0.07029361143219047,0.08298951612917599,0.76
Day 19,0.076025983824407,0.09131072281465596,0.82
