885,0.225490196
1725,0.264705882
896,0.284313725
335,0.294117647
175,0.362745098
866,0.470588235
1737,0.529411765
1761,0.529411765
1721,0.539215686
1723,0.549019608
1722,0.598039216
97,0.637254902
1740,0.656862745
1005,0.666666667
1750,0.676470588
1724,0.696078431
1727,0.696078431
1734,0.735294118
1738,0.735294118
1730,0.745098039
1742,0.764705882
1755,0.774509804
1757,0.784313725
1758,0.784313725
1764,0.784313725
1743,0.784313725
1726,0.803921569
1741,0.803921569
1731,0.81372549
39,0.823529412
1760,0.823529412
1766,0.823529412
1759,0.833333333
1763,0.833333333
1756,0.852941176
1733,0.862745098
1762,0.862745098
1765,0.87254902
1023,0.87254902
