Day,RMSTE,RMSRE,Accuracy
Day 0,0,0,0.44
Day 1,0,0,0.28
Day 2,0,0,0.48
Day 3,0,0,0.6
Day 4,0,0,0.48
Day 5,0,0,0.44
Day 6,0,0,0.32
Day 7,0,0,0.56
Day 8,0,0,0.28
Day 9,0,0,0.56
Day 10,0,0,0.44
Day 11,0,0,0.48
Day 12,0,0,0.6
Day 13,0,0,0.44
Day 14,0,0,0.4
Day 15,0,0,0.44
Day 16,0,0,0.64
Day 17,0,0,0.24
Day 18,0,0,0.28
Day 19,0,0,0.4
