Day,RMSTE,RMSRE,Accuracy
Day 0,0.0935345420849256,0.11602831359911814,0.74
Day 1,0.09013578700232727,0.1123236899818387,0.74
Day 2,0.06904272471354614,0.09020261387615827,0.86
Day 3,0.0826969558010736,0.10604730056894635,0.74
Day 4,0.08383307012435132,0.10400228777992435,0.84
Day 5,0.09190313314858739,0.11080251389656592,0.76
Day 6,0.08099073331073744,0.10238654038903289,0.74
Day 7,0.08813380213329806,0.1066268463861897,0.82
Day 8,0.07990775003712823,0.10121666970892858,0.8
Day 9,0.10017955142130366,0.12399225137065997,0.84
Day 10,0.06510253783547233,0.08699896525229288,0.76
Day 11,0.07324316439541252,0.0893461380814681,0.88
Day 12,0.08804546669005717,0.10697100489183624,0.84
Day 13,0.09221382478371179,0.11219188425522136,0.72
Day 14,0.08327152667681048,0.1050256431757801,0.74
Day 15,0.08309415922492065,0.09854949861009732,0.82
Day 16,0.07603023529479394,0.09757150950873568,0.84
Day 17,0.08011925701526919,0.10113899450220593,0.74
Day 18,0.07428010297535323,0.09146394283358425,0.8
Day 19,0.09140222891534024,0.10956339397591926,0.78
