Day,RMSTE,RMSRE,Accuracy
Day 0,0.08247574397950963,0.10299319462896142,0.84
Day 1,0.08713146731893096,0.104449428789981,0.8
Day 2,0.08596688017730818,0.1046182390614429,0.8
Day 3,0.0728026040243971,0.09226417015825018,0.76
Day 4,0.10478849384980979,0.1237151451643132,0.88
Day 5,0.08260512850204631,0.10310679049752118,0.68
Day 6,0.0950907781837906,0.11397468151140168,0.78
Day 7,0.09441138505163382,0.11108775640630854,0.64
Day 8,0.09218402233220467,0.11231601299032036,0.76
Day 9,0.10051813754355989,0.12358978306801281,0.8
Day 10,0.08831686463906419,0.1069368957386798,0.74
Day 11,0.09266078598634128,0.11537499105207952,0.84
Day 12,0.08921706152120416,0.11511729077558758,0.82
Day 13,0.0922320458029039,0.11018954234036452,0.9
Day 14,0.08637234611376292,0.10560174637698547,0.78
Day 15,0.09258719372107356,0.11553751241673527,0.74
Day 16,0.09377730367986901,0.11755310156976748,0.72
Day 17,0.09744084532029962,0.11803727997929965,0.8
Day 18,0.09018664681467906,0.10581407628207924,0.86
Day 19,0.09571021237297264,0.11671308006119717,0.74
