Day,RMSTE,RMSRE,Accuracy
Day 0,0.07068811069467672,0.08721299788007532,0.76
Day 1,0.08480229030247476,0.10223362501190066,0.8
Day 2,0.09229288514854263,0.11310823517896255,0.82
Day 3,0.06513146361079934,0.07819208961871904,0.8
Day 4,0.08854673754440544,0.1001921453921848,0.78
Day 5,0.08725742624816843,0.11024041938992757,0.8
Day 6,0.08627249457220687,0.10981555935828362,0.8
Day 7,0.09287522147228361,0.11537940831432902,0.76
Day 8,0.08107910789775069,0.0974582660624414,0.78
Day 9,0.08371262664274383,0.10578405905363142,0.88
Day 10,0.08713254177524167,0.10369283062763349,0.82
Day 11,0.07352235796150834,0.09140337893817081,0.64
Day 12,0.07743619003955565,0.09319466587888522,0.74
Day 13,0.08545902413504687,0.10476781672852749,0.94
Day 14,0.08415720100639319,0.10560919674176478,0.78
Day 15,0.10002431731369166,0.12405843239360924,0.86
Day 16,0.08654957108885276,0.11257953063920877,0.78
Day 17,0.07616638291734834,0.09154485519309953,0.86
Day 18,0.07662547562680412,0.09857685079310437,0.76
Day 19,0.09115653411673702,0.11373983415605989,0.78
