Day,RMSTE,RMSRE,Accuracy
Day 0,0.08397768450839735,0.10612786601773765,0.76
Day 1,0.08738561554843757,0.1085547116276378,0.72
Day 2,0.09267921598785059,0.11321372282318042,0.76
Day 3,0.0815075539396955,0.09991310127717623,0.64
Day 4,0.07345132358676983,0.09220166423079329,0.78
Day 5,0.0919259430347142,0.1103423385385942,0.74
Day 6,0.08920534082369758,0.10591743521365066,0.86
Day 7,0.07935513314749935,0.10462570538376514,0.84
Day 8,0.09080960517387512,0.11303744431540294,0.68
Day 9,0.07850143692234614,0.0981262431619464,0.78
Day 10,0.08185398210370556,0.09812066393821381,0.78
Day 11,0.08163360265773885,0.10431591261437165,0.82
Day 12,0.09428360447031467,0.1168510826896476,0.64
Day 13,0.09933670629209164,0.12228934714936406,0.72
Day 14,0.09599165024479504,0.11918230928458895,0.68
Day 15,0.08635152295466714,0.10607070442377324,0.8
Day 16,0.08262850158370919,0.10456724493970214,0.74
Day 17,0.08051900832687124,0.10662387493910021,0.72
Day 18,0.08420209593433534,0.11297315186777117,0.68
Day 19,0.08731496739251554,0.10636490637196788,0.8
