Day,RMSTE,RMSRE,Accuracy
Day 0,0.08851855365649518,0.10994744124063387,0.86
Day 1,0.07508720869335084,0.0979506432024183,0.66
Day 2,0.08369906018281069,0.10299874704814196,0.8
Day 3,0.08128162391071558,0.0951785648995115,0.9
Day 4,0.09758362509440352,0.11804673231604745,0.76
Day 5,0.08794804148802327,0.11370665562462484,0.86
Day 6,0.1006975993656049,0.12725614290014295,0.74
Day 7,0.09560866542526916,0.11232638066941425,0.74
Day 8,0.07357468497495157,0.09303680172976017,0.92
Day 9,0.08157843183168298,0.09827089648970709,0.78
Day 10,0.09742489289645309,0.116009413325815,0.76
Day 11,0.07321185671562046,0.08933313504189466,0.72
Day 12,0.08462704800226507,0.10219681885901945,0.82
Day 13,0.08235518775042315,0.09795412593229488,0.82
Day 14,0.09334907077575623,0.1198886443446137,0.74
Day 15,0.06960321314999302,0.08571315762680387,0.86
Day 16,0.0926718026442683,0.1168203018578709,0.84
Day 17,0.08945582631873167,0.10961865753763138,0.86
Day 18,0.08930606906446405,0.11001911825407364,0.88
Day 19,0.08984723180682029,0.10597359718463241,0.78
