Day,RMSTE,RMSRE,Accuracy
Day 0,0.08735386135078763,0.11278431257546132,0.74
Day 1,0.09256906315126581,0.10860769570746859,0.8
Day 2,0.0954585206215008,0.11666225429535182,0.78
Day 3,0.08151047991199914,0.10169687647882181,0.76
Day 4,0.08777682484049307,0.11504391018616333,0.78
Day 5,0.06623817417053823,0.08482348220634728,0.78
Day 6,0.1005154115468643,0.12244672154899083,0.82
Day 7,0.08632050957919847,0.11081084330367234,0.8
Day 8,0.0898702977511681,0.10840971447932327,0.76
Day 9,0.10192931420020959,0.12418006266650487,0.74
Day 10,0.08103956533686299,0.09670678662339828,0.9
Day 11,0.10146520044648374,0.12275450465322255,0.76
Day 12,0.09787857870030746,0.11650555604442686,0.8
Day 13,0.09517459617146268,0.12039186770981494,0.86
Day 14,0.08156802206204952,0.10148078751381719,0.8
Day 15,0.09321427823393626,0.10777909279017511,0.84
Day 16,0.08326410505808385,0.10521267434001792,0.78
Day 17,0.07959999851778225,0.10223242688882907,0.8
Day 18,0.09407592379472014,0.12570559430594488,0.72
Day 19,0.0933085159655654,0.11492884650039134,0.86
